	1657_1	1657_2	1728	1734	1736	1740	1744	1747	1751
YGL070C	51.50258800504725	47.887368908327616	64.99039586372237	21.767522855899	31.743210127353763	88.41472399870325	20.40566461249643	76.08998909376824	38.37813981156334
YGL068W	12.875647001261813	15.962456302775873	43.326930575814906	43.535045711798	19.045926076412258	49.1192911103907	40.81132922499286	50.72665939584549	19.18906990578167
YGL067W	90.12952900883269	127.69965042220699	129.98079172744474	130.605137135394	146.0187665858273	176.8294479974065	142.839652287475	101.45331879169098	134.32348934047167
YGL066W	180.25905801766538	111.73719411943111	115.53848153550642	108.83761427949499	101.57827240753204	167.00558977532836	81.62265844998572	177.54330788545923	153.51255924625335
YGL065C	128.75647001261814	175.5870193305346	36.10577547984576	130.605137135394	69.83506228017828	68.76700755454698	40.81132922499286	126.81664848961373	95.94534952890834
YGL064C	38.62694100378544	47.887368908327616	440.4904608541182	65.302568567697	69.83506228017828	275.0680302181879	61.216993837489284	126.81664848961373	19.18906990578167
YHR147C	12.875647001261813	NaN	28.884620383876605	NaN	6.3486420254707525	39.29543288831256	NaN	25.363329697922744	NaN
YHR148W	90.12952900883269	95.77473781665523	57.76924076775321	87.070091423596	95.22963038206129	78.59086577662512	122.43398767497857	202.90663758338195	115.13441943469
YLL051C	296.1398810290217	191.54947563331046	310.50966912667354	195.90770570309098	393.61580557918666	363.4827542168912	224.4623107374607	278.9966266771502	249.45790877516168
YLL052C	115.88082301135633	143.66210672498286	57.76924076775321	43.535045711798	63.486420254707525	108.06244044285954	183.65098151246787	NaN	57.567209717345
YLL053C	103.0051760100945	143.66210672498286	151.6442570153522	87.070091423596	107.92691443300279	127.71015688701581	61.216993837489284	76.08998909376824	38.37813981156334
YLL054C	154.50776401514176	79.81228151387937	166.08656720729047	130.605137135394	146.0187665858273	137.53401510909396	102.02832306248214	126.81664848961373	95.94534952890834
YJL036W	90.12952900883269	159.62456302775874	129.98079172744474	261.210274270788	133.3214825348858	127.71015688701581	40.81132922499286	278.9966266771502	191.89069905781668
YJL037W	154.50776401514176	191.54947563331046	144.42310191938304	152.37265999129298	95.22963038206129	216.12488088571908	142.839652287475	152.17997818753648	76.75627962312667
YJL034W	90.12952900883269	111.73719411943111	86.65386115162981	130.605137135394	63.486420254707525	78.59086577662512	40.81132922499286	177.54330788545923	76.75627962312667
YJL035C	12.875647001261813	15.962456302775873	28.884620383876605	21.767522855899	38.091852152824515	49.1192911103907	NaN	50.72665939584549	NaN
YJL041W	64.37823500630907	63.84982521110349	28.884620383876605	65.302568567697	19.045926076412258	39.29543288831256	20.40566461249643	50.72665939584549	38.37813981156334
YJL042W	1120.1812891097777	830.0477277443454	454.93277104605653	696.560731388768	552.3318562159554	628.726926213001	938.6605721748357	735.5365612397596	652.4283767965767
YJL038C	25.751294002523625	31.924912605551746	36.10577547984576	43.535045711798	19.045926076412258	29.471574666234417	NaN	25.363329697922744	38.37813981156334
YJL039C	231.76164602271265	207.51193193608634	115.53848153550642	217.67522855898997	126.97284050941505	235.77259732987534	122.43398767497857	253.63329697922745	153.51255924625335
YDR011W	463.5232920454253	462.9112327805003	895.4232319001748	587.723117109273	901.5071676168468	933.2665310974232	836.6322491123535	1394.983133385751	997.8316351006467
YLR263W	90.12952900883269	79.81228151387937	274.4038936468278	108.83761427949499	184.11061873865182	88.41472399870325	61.216993837489284	101.45331879169098	268.64697868094333
YJL031C	25.751294002523625	15.962456302775873	7.221155095969151	NaN	NaN	NaN	20.40566461249643	NaN	57.567209717345
YJL033W	167.38341101640358	111.73719411943111	36.10577547984576	282.977797126687	63.486420254707525	29.471574666234417	81.62265844998572	152.17997818753648	95.94534952890834
YLR266C	412.020704040378	287.3242134499657	93.87501624759896	195.90770570309098	190.45926076412258	275.0680302181879	224.4623107374607	177.54330788545923	211.07976896359833
YLR265C	64.37823500630907	NaN	28.884620383876605	21.767522855899	31.743210127353763	39.29543288831256	NaN	50.72665939584549	38.37813981156334
YPR155C	270.3885870264981	303.2866697527416	252.7404283589203	282.977797126687	241.2483969678886	206.30102266364094	244.86797534995713	278.9966266771502	249.45790877516168
YOL028C	167.38341101640358	111.73719411943111	86.65386115162981	108.83761427949499	88.88098835659054	88.41472399870325	142.839652287475	101.45331879169098	134.32348934047167
YPL146C	51.50258800504725	31.924912605551746	36.10577547984576	21.767522855899	38.091852152824515	39.29543288831256	40.81132922499286	50.72665939584549	NaN
YMR169C	193.1347050189272	207.51193193608634	202.19234268713623	261.210274270788	190.45926076412258	176.8294479974065	346.8962984124393	152.17997818753648	191.89069905781668
YJR127C	1274.6890531249196	1069.4845722859834	693.2308892130385	1001.3060513713539	933.2503777442006	825.2040906545637	1428.39652287475	938.4431988231415	1266.47861378159
YKR041W	463.5232920454253	478.8736890832762	1314.2502274663855	1523.72659991293	1472.8849499092146	1630.7604648649713	2775.1703872995145	1471.0731224795193	1496.74745265097
YMR170C	180.25905801766538	79.81228151387937	173.30772230325962	217.67522855898997	184.11061873865182	98.2385822207814	204.0566461249643	101.45331879169098	191.89069905781668
YBR238C	141.63211701387996	63.84982521110349	194.97118759116708	43.535045711798	114.27555645847355	127.71015688701581	122.43398767497857	50.72665939584549	172.701629152035
YJR019C	206.010352020189	239.4368445416381	274.4038936468278	282.977797126687	298.38617519712534	265.24417199610974	285.67930457495	278.9966266771502	287.836048586725
YGL098W	25.751294002523625	NaN	7.221155095969151	NaN	NaN	NaN	NaN	NaN	NaN
YGL099W	64.37823500630907	63.84982521110349	28.884620383876605	43.535045711798	25.39456810188301	68.76700755454698	61.216993837489284	76.08998909376824	19.18906990578167
YJR021C	141.63211701387996	191.54947563331046	137.2019468234139	174.140182847192	184.11061873865182	225.9487391077972	163.24531689997144	152.17997818753648	191.89069905781668
YGL103W	51.50258800504725	47.887368908327616	43.326930575814906	43.535045711798	57.13777822923677	68.76700755454698	NaN	126.81664848961373	19.18906990578167
YGL104C	90.12952900883269	207.51193193608634	101.09617134356812	108.83761427949499	222.20247089147634	147.3578733311721	102.02832306248214	50.72665939584549	172.701629152035
YGL100W	90.12952900883269	31.924912605551746	64.99039586372237	87.070091423596	44.44049417829527	58.943149332468835	20.40566461249643	NaN	38.37813981156334
YGL101W	103.0051760100945	79.81228151387937	57.76924076775321	21.767522855899	44.44049417829527	19.64771644415628	61.216993837489284	50.72665939584549	57.567209717345
YGL107C	38.62694100378544	79.81228151387937	144.42310191938304	87.070091423596	76.18370430564903	147.3578733311721	NaN	76.08998909376824	76.75627962312667
YGL108C	51.50258800504725	15.962456302775873	57.76924076775321	NaN	44.44049417829527	49.1192911103907	40.81132922499286	NaN	76.75627962312667
YGL105W	38.62694100378544	47.887368908327616	57.76924076775321	87.070091423596	38.091852152824515	29.471574666234417	NaN	76.08998909376824	38.37813981156334
YBR237W	167.38341101640358	95.77473781665523	43.326930575814906	239.442751414889	76.18370430564903	68.76700755454698	40.81132922499286	126.81664848961373	115.13441943469
YPL074W	218.88599902145083	239.4368445416381	209.41349778310538	217.67522855898997	184.11061873865182	235.77259732987534	224.4623107374607	152.17997818753648	153.51255924625335
YDR057W	154.50776401514176	159.62456302775874	144.42310191938304	282.977797126687	171.41333468771032	196.4771644415628	61.216993837489284	126.81664848961373	134.32348934047167
YOL029C	103.0051760100945	63.84982521110349	57.76924076775321	174.140182847192	114.27555645847355	68.76700755454698	61.216993837489284	152.17997818753648	76.75627962312667
YOR386W	90.12952900883269	111.73719411943111	129.98079172744474	108.83761427949499	107.92691443300279	108.06244044285954	81.62265844998572	126.81664848961373	211.07976896359833
YOR384W	347.642469034069	303.2866697527416	303.2885140307044	348.280365694384	330.12938532447913	324.1873213285786	387.70762763743215	456.5399345626094	422.15953792719665
YOR385W	115.88082301135633	143.66210672498286	108.31732643953727	239.442751414889	146.0187665858273	137.53401510909396	81.62265844998572	152.17997818753648	172.701629152035
YOR382W	25.751294002523625	15.962456302775873	NaN	43.535045711798	19.045926076412258	19.64771644415628	20.40566461249643	NaN	19.18906990578167
YOR383C	64.37823500630907	63.84982521110349	93.87501624759896	43.535045711798	76.18370430564903	39.29543288831256	204.0566461249643	101.45331879169098	115.13441943469
YOR381W	193.1347050189272	175.5870193305346	166.08656720729047	217.67522855898997	209.50518684053483	216.12488088571908	183.65098151246787	126.81664848961373	134.32348934047167
YOR381W-A	25.751294002523625	NaN	36.10577547984576	21.767522855899	44.44049417829527	39.29543288831256	61.216993837489284	NaN	NaN
YOR378W	283.2642340277599	223.47438823886222	252.7404283589203	217.67522855898997	241.2483969678886	196.4771644415628	428.518956862425	278.9966266771502	345.40325830407
YOR380W	321.89117503154534	271.36175714718985	310.50966912667354	391.81541140618197	336.47802734994985	216.12488088571908	408.1132922499286	355.08661577091846	518.104887456105
YGR250C	334.76682203280717	303.2866697527416	209.41349778310538	304.74531998258595	266.6429650697716	176.8294479974065	285.67930457495	152.17997818753648	268.64697868094333
YGR251W	12.875647001261813	31.924912605551746	64.99039586372237	174.140182847192	38.091852152824515	58.943149332468835	NaN	101.45331879169098	19.18906990578167
YGR252W	103.0051760100945	63.84982521110349	173.30772230325962	87.070091423596	76.18370430564903	412.60204532728187	20.40566461249643	76.08998909376824	57.567209717345
YGR253C	51.50258800504725	95.77473781665523	72.21155095969152	108.83761427949499	50.78913620376602	88.41472399870325	NaN	126.81664848961373	57.567209717345
YGR246C	77.25388200757088	111.73719411943111	64.99039586372237	130.605137135394	57.13777822923677	88.41472399870325	61.216993837489284	126.81664848961373	95.94534952890834
YGR247W	64.37823500630907	63.84982521110349	115.53848153550642	108.83761427949499	114.27555645847355	157.18173155325024	102.02832306248214	101.45331879169098	172.701629152035
YGR248W	90.12952900883269	95.77473781665523	151.6442570153522	195.90770570309098	184.11061873865182	117.88629866493767	183.65098151246787	126.81664848961373	172.701629152035
YGR249W	90.12952900883269	15.962456302775873	93.87501624759896	43.535045711798	120.6241984839443	98.2385822207814	40.81132922499286	25.363329697922744	76.75627962312667
YJR104C	193.1347050189272	159.62456302775874	137.2019468234139	43.535045711798	190.45926076412258	68.76700755454698	204.0566461249643	25.363329697922744	172.701629152035
YJR103W	630.9067030618289	606.5733395054832	563.2500974855939	696.560731388768	628.5155605216045	559.959918658454	632.5756029873893	405.8132751667639	537.2939573618867
YJR106W	218.88599902145083	239.4368445416381	202.19234268713623	174.140182847192	222.20247089147634	176.8294479974065	142.839652287475	152.17997818753648	191.89069905781668
YJR024C	128.75647001261814	127.69965042220699	101.09617134356812	130.605137135394	133.3214825348858	98.2385822207814	122.43398767497857	152.17997818753648	76.75627962312667
YGR254W	334.76682203280717	271.36175714718985	346.61544460651925	130.605137135394	241.2483969678886	167.00558977532836	530.5472799249071	253.63329697922745	172.701629152035
YGR255C	193.1347050189272	143.66210672498286	252.7404283589203	108.83761427949499	146.0187665858273	255.42031377403163	81.62265844998572	304.35995637507295	95.94534952890834
YJR110W	360.51811603533076	510.79860168882794	382.721220086365	413.582934262081	361.87259545183286	471.5451946597507	448.9246214749214	481.9032642605322	441.34860783297836
YJR109C	476.3989390466871	542.7235142943797	440.4904608541182	544.1880713974749	495.1940779867187	461.72133643767256	550.9529445374036	532.6299236563776	537.2939573618867
YOR287C	51.50258800504725	NaN	21.663465287907453	43.535045711798	19.045926076412258	19.64771644415628	NaN	NaN	38.37813981156334
YDR366C	103.0051760100945	79.81228151387937	108.31732643953727	21.767522855899	88.88098835659054	127.71015688701581	142.839652287475	76.08998909376824	153.51255924625335
YOR289W	128.75647001261814	95.77473781665523	223.8558079750437	130.605137135394	228.5511129169471	235.77259732987534	326.4906337999429	101.45331879169098	153.51255924625335
YOR236W	64.37823500630907	143.66210672498286	36.10577547984576	87.070091423596	107.92691443300279	108.06244044285954	20.40566461249643	101.45331879169098	57.567209717345
YOR063W	25.751294002523625	47.887368908327616	50.54808567178406	43.535045711798	38.091852152824515	58.943149332468835	NaN	25.363329697922744	19.18906990578167
YOR284W	128.75647001261814	79.81228151387937	79.43270605566067	87.070091423596	82.53234633111978	39.29543288831256	81.62265844998572	76.08998909376824	134.32348934047167
YOR285W	103.0051760100945	159.62456302775874	180.52887739922878	65.302568567697	146.0187665858273	98.2385822207814	122.43398767497857	152.17997818753648	95.94534952890834
YDR367W	25.751294002523625	47.887368908327616	14.442310191938303	21.767522855899	25.39456810188301	29.471574666234417	20.40566461249643	50.72665939584549	57.567209717345
YOR212W	309.0155280302835	255.39930084441397	245.51927326295115	217.67522855898997	222.20247089147634	353.658895994813	387.70762763743215	481.9032642605322	326.21418839828834
